5632	4019	1
6626	5078	1
5090	6282	1
13822	12775	0
6342	5019	1
13837	6394	0
4040	4244	0
13732	9651	1
14475	9839	0
8077	3470	1
4591	5397	1
6001	7792	1
12384	4226	0
5437	7403	1
5158	7306	0
4384	9159	1
4146	5593	0
4792	4368	1
6757	4170	1
14960	6594	1
13646	3267	1
3499	4742	0
5567	5855	0
5178	5941	1
4494	5012	0
14916	6694	1
9071	2937	0
6559	3876	0
13730	5874	0
5712	5365	1
8758	10112	1
5739	12278	1
14792	4755	0
13714	14190	1
3478	5795	1
5028	4174	1
3276	3747	0
6032	11902	1
11553	15353	0
6067	4947	0
3452	5019	1
2690	8833	1
3396	8769	0
3846	4318	1
4033	4757	1
4395	8411	1
6156	8178	0
13227	4410	1
14882	4065	0
5290	13308	1
5899	5853	0
15253	3395	1
15108	2862	0
7892	6295	1
2904	3841	0
6159	3777	1
5789	3155	1
2766	14796	0
3383	7175	0
4174	3362	0
5447	10182	1
3736	3277	1
5692	6611	1
14674	3375	0
9071	3807	0
14329	14366	1
3552	7330	0
3796	14236	0
14673	8285	1
6561	9721	1
14337	13701	0
5176	4898	1
8420	5102	0
13717	3157	1
13212	5169	1
3701	5789	1
2552	13993	0
10441	4523	1
15417	14390	0
2588	3402	0
10182	6136	1
4563	13072	1
6666	14198	1
5414	13752	0
3977	5019	1
5169	13061	1
5280	3442	1
6763	14330	1
4368	5616	1
6159	5104	0
13703	7403	1
6008	13061	0
13856	12158	0
3977	11314	1
5722	3675	1
4980	4208	0
13212	6706	1
3812	4208	1
6493	6315	1
4925	6031	1
8694	8242	1
10441	4823	0
5178	4395	1
9596	13698	0
5169	5745	1
6757	13730	1
3509	4542	1
13212	13951	0
14329	6768	1
13869	5010	0
6526	6317	0
8984	2731	1
5016	15756	1
10056	8603	1
14623	6090	0
4044	9672	1
5259	14917	1
5057	13135	0
10953	6632	1
5858	3155	1
3714	5455	1
13239	13044	1
5431	14337	0
6110	4637	0
4441	6533	1
3675	3888	1
4750	3373	1
4742	6259	1
5100	14959	0
13868	11286	0
5102	13717	0
3317	13852	0
5470	9759	0
14335	4698	0
2482	6632	1
2851	14960	0
3157	3801	1
6031	3494	0
5543	10517	1
14491	14493	0
12294	7489	0
13227	8436	1
12029	14687	0
7959	3146	1
13650	4964	0
3524	8758	1
4898	4707	0
5850	4350	1
4677	4323	1
14623	13675	0
4439	6657	0
5050	3471	0
4612	3343	1
14330	11280	1
2885	4048	1
10873	3524	1
14330	5764	1
3708	13897	0
5853	5221	0
4443	12140	0
3734	6116	0
4149	13706	1
5235	4843	0
2988	5516	1
6166	14057	0
5319	12653	0
14368	13971	1
3489	7489	0
2741	13896	0
14441	2912	0
12185	11288	0
2677	3552	1
5415	9071	0
4766	3137	1
4012	14296	0
4237	4831	0
4385	3371	1
3793	6694	1
12234	13648	1
12029	14221	0
3675	5999	1
7924	6243	1
4682	3197	0
14756	13787	0
14501	4982	0
6172	13046	1
4076	7482	0
13111	18457	0
5171	12294	0
12818	4494	0
5020	6410	1
4112	9502	0
6091	13819	1
2911	6503	1
5477	7767	0
3223	5586	0
5999	29495	1
8110	3125	1
4393	5516	1
5790	5688	1
6469	3590	0
2626	17384	0
4226	3067	1
9257	11388	0
5552	15353	0
4146	15204	1
6756	4856	1
2594	13046	1
6666	3743	0
2820	3888	0
3137	3032	1
4706	13752	0
4484	6768	1
12734	14492	0
3664	8813	1
6175	9798	1
9415	8769	1
5740	14437	1
6683	5045	0
3509	14102	0
4892	3734	1
3283	14500	0
6690	6462	0
3986	12029	1
6571	5755	1
5443	5055	1
5517	4200	0
6151	2588	0
13286	14957	0
12653	4686	0
5426	4589	0
13691	4261	0
13944	8156	0
14221	8905	0
5897	4146	0
3734	15217	0
12797	5309	0
4952	2912	0
3955	13205	1
5123	2520	1
6604	2874	0
6316	8311	1
4200	14672	1
7656	13848	0
4484	14349	0
8821	8905	0
2613	2944	1
5123	3758	1
3242	5985	0
5818	3395	1
9334	3152	0
5739	4611	1
10441	6184	0
3468	4921	1
4401	4107	1
9648	6434	1
6345	5493	0
6462	3264	0
3619	5850	0
4997	3388	0
8052	8436	1
14472	3343	0
6675	12052	0
2791	14685	0
14609	13740	1
6622	4132	0
5437	6389	0
13756	14786	0
6188	6229	1
7571	2401	0
8890	4291	1
5457	5296	0
5982	3805	0
13081	5633	1
13734	9739	0
9385	3125	1
4896	5272	0
6573	2944	1
3493	3708	0
8080	3493	1
6573	5941	1
11574	13288	0
7716	9904	0
6408	13080	0
8347	4989	0
8322	3462	0
13951	3386	1
13075	5770	0
13731	14229	0
13641	3965	1
10441	14433	0
5072	5323	1
3509	13252	0
5490	3631	1
4180	13288	0
5072	7321	1
4916	3386	0
11131	14264	1
5704	3977	0
5476	3861	1
3478	11961	1
2516	8052	1
6468	13073	0
3292	13281	0
4384	13750	1
3388	14792	1
4583	3059	0
5216	6462	0
5281	9672	1
5583	5679	0
6018	3292	1
3373	3324	1
5250	10873	1
12278	13140	0
7646	4735	0
4933	2516	0
3629	5593	0
2874	10022	0
14365	3764	0
5934	5552	1
4273	5963	0
14626	8665	0
6345	4484	0
2823	4962	0
10452	5384	0
6561	4898	1
13840	2840	0
4147	4785	0
4892	6694	1
2895	5990	0
5455	6642	1
3374	2988	1
5456	4434	1
6156	6666	1
6622	3493	1
3584	4835	0
14350	7682	0
3451	5100	0
4883	9651	1
5726	2946	1
6693	7862	1
11023	13206	1
4234	15020	0
4780	4612	1
14441	6657	0
9683	8833	1
17052	15057	0
2840	9499	0
4962	5250	1
14336	3714	0
3804	3383	1
13971	4317	0
13750	6054	0
4473	5338	1
4908	17393	0
4494	8077	1
3064	5001	1
5504	14428	0
6677	5294	0
13740	14395	0
2427	15251	0
5339	3796	0
3216	4395	1
3322	4007	0
6706	2802	1
3802	3618	1
13081	4611	0
3886	4917	0
4081	4142	0
5765	12185	0
8915	3802	1
4982	14437	1
4680	6198	1
6136	5667	0
5295	4048	1
5138	2830	1
6137	6135	1
14916	13617	0
3807	13899	1
14882	22457	0
