3841	5259	49
13276	6620	49
4673	13731	4
8407	6469	49
12342	2613	47
6032	3356	4
13904	6231	75
13239	13143	6
5010	13046	47
4669	5858	49
13225	4172	6
13757	5013	47
4627	5330	73
8423	14475	16
4156	9930	4
5206	4226	49
7647	13778	49
4028	9385	6
6439	5929	47
5233	4385	49
13698	13951	83
4393	3860	75
7767	5667	47
5726	5272	58
10873	2464	49
2571	5093	47
4280	2445	20
5177	4046	47
9334	14671	49
4926	5821	49
4707	5357	49
13071	6721	49
13748	4434	20
2690	13748	20
4441	3289	6
8271	4978	49
4276	6468	49
13212	6642	60
5116	13207	10
3701	5430	49
4662	5093	47
3545	5245	37
6414	7183	49
7687	5883	49
14609	5667	49
6250	7845	60
4441	12990	6
5795	5031	71
8841	7482	54
5963	4717	47
3664	4908	9
11477	6757	49
13075	13691	49
4654	4149	47
5112	12609	9
6493	3507	49
4046	5171	49
3294	8285	49
7924	14262	49
4275	3763	60
3600	4356	49
14229	5055	70
4548	4824	54
14669	4338	49
3913	10517	73
4808	2731	47
14888	11388	49
3477	2445	73
5090	13904	60
4677	13227	73
3163	5093	47
9257	3021	60
5676	7687	75
5259	13777	49
4226	4933	16
3374	6517	16
3913	3758	73
3216	3277	73
3080	5010	49
2944	9207	9
6545	4735	49
9963	3812	49
4680	3762	73
4040	4690	32
3664	11477	47
5171	4318	49
4604	6448	47
2402	5177	72
3499	5151	49
4768	14369	49
2919	4782	73
5892	4393	73
12990	5616	70
4040	13700	11
5969	13046	47
13853	4742	49
4156	10693	70
6243	6198	49
5365	4978	47
5617	4255	73
5112	13714	9
3477	8173	73
6282	5272	70
5490	4921	47
6594	14887	37
3828	4713	47
6178	2830	58
3468	5459	60
6544	5879	9
6409	4980	49
4122	4530	75
2851	4451	75
4698	5839	49
10182	6122	60
5805	8407	49
4212	5171	72
4224	6410	47
5456	5372	76
4490	6250	49
11022	3259	47
3777	2944	47
2919	5093	73
6493	4473	73
4213	6143	49
14254	5612	70
8174	14670	49
4199	10517	4
4669	3039	49
9648	6434	49
4000	4978	47
6754	14959	49
14888	5881	49
4949	4989	49
5839	14264	47
6612	5521	49
6398	5010	47
5532	5490	47
4174	4583	83
5016	4735	49
5747	3950	16
13757	6621	20
4856	5662	49
3986	4844	49
5552	5209	9
2427	3359	73
13226	5818	6
6571	3701	4
3094	11280	60
3986	4888	49
5002	5667	47
13861	4668	49
4494	3089	73
7958	4808	16
6309	5359	73
6434	6267	49
13617	14475	16
6295	9930	49
10762	13971	75
7183	5359	73
5176	3828	47
4040	6469	49
13822	3067	57
5667	4990	73
4224	6754	49
4318	9452	70
4229	9483	14
6756	4401	49
6512	5676	75
11023	14681	76
4220	4808	49
6561	8813	47
4384	2555	73
6573	3572	20
3597	4147	47
3509	3355	73
6693	7813	73
2432	8373	49
3483	5552	49
2911	3909	47
2660	7804	47
4434	6250	60
6409	7804	47
5481	3913	75
3179	11356	47
2874	4443	73
3448	5250	49
6563	13815	75
9464	3645	73
12787	5848	47
6143	3886	49
6544	13213	9
6493	2415	49
3807	5074	6
15204	12937	72
2690	9452	70
13047	13252	6
13751	14296	49
4917	7332	47
5268	7862	73
2810	14887	37
